"RcptCode","RcptNo","ROCode","RONo","RcptDate","RcptAmt","PayMode","ChqNo","BankName","Rmk"
$941.00,$2537.00,$2903.00,$4958.00,25-12-2020 0:00:00,$10584.00,"CHEQUE","001709","HDFC BANK",""
$942.00,$2538.00,$2901.00,$4956.00,3-12-2020 0:00:00,$50000.00,"NEFT / RTGS","","",""
$943.00,$2539.00,$2932.00,$4987.00,2-12-2020 0:00:00,$4284.00,"CHEQUE","376064","STATE BANK OF INDIA",""
$944.00,$2540.00,$2907.00,$4962.00,2-12-2020 0:00:00,$4284.00,"CHEQUE","239387","STATE BANK OF INDIA",""
$945.00,$2541.00,$2953.00,$5008.00,4-12-2020 0:00:00,$47124.00,"CHEQUE","","",""
$946.00,$2542.00,$2955.00,$5010.00,5-12-2020 0:00:00,$24450.00,"NEFT / RTGS","","",""
$947.00,$2543.00,$2939.00,$4994.00,8-12-2020 0:00:00,$1000.00,"CASH","","",""
$948.00,$2544.00,$2952.00,$5007.00,9-12-2020 0:00:00,$2200.00,"CASH","","",""
$949.00,$2545.00,$2966.00,$5021.00,9-12-2020 0:00:00,$1000.00,"","","",""
$950.00,$2546.00,$2981.00,$5036.00,9-12-2020 0:00:00,$2000.00,"","","",""
$951.00,$2547.00,$2870.00,$4925.00,3-12-2020 0:00:00,$20000.00,"NEFT / RTGS","","",""
$952.00,$2548.00,$2880.00,$4935.00,5-12-2020 0:00:00,$15000.00,"CHEQUE","","",""
$953.00,$2549.00,$2984.00,$5039.00,11-12-2020 0:00:00,$2000.00,"CASH","","",""
$954.00,$2550.00,$2987.00,$5042.00,12-12-2020 0:00:00,$2900.00,"CASH","","",""
$955.00,$2551.00,$2922.00,$4977.00,14-12-2020 0:00:00,$24864.00,"NEFT / RTGS","","",""
$956.00,$2552.00,$2925.00,$4980.00,14-12-2020 0:00:00,$1920.00,"CASH","","",""
$957.00,$2553.00,$2612.00,$4667.00,13-8-2020 0:00:00,$23587.00,"NEFT / RTGS","","",""
$958.00,$2554.00,$2752.00,$4807.00,12-8-2020 0:00:00,$25650.00,"CASH","","",""
$959.00,$2555.00,$2916.00,$4971.00,17-12-2020 0:00:00,$16203.00,"CASH","","",""
$960.00,$2556.00,$3003.00,$5058.00,22-12-2020 0:00:00,$793.00,"CASH","","",""
$961.00,$2557.00,$3004.00,$5059.00,22-12-2020 0:00:00,$937.00,"CASH","","",""
$962.00,$2558.00,$3010.00,$5065.00,24-12-2020 0:00:00,$1000.00,"CASH","","",""
$963.00,$2559.00,$3015.00,$5070.00,31-12-2020 0:00:00,$26040.00,"NEFT / RTGS","","",""
$964.00,$2560.00,$2913.00,$4968.00,10-11-2020 0:00:00,$50000.00,"NEFT / RTGS","","",""
$965.00,$2561.00,$2935.00,$4990.00,20-11-2020 0:00:00,$50000.00,"NEFT / RTGS","","",""
$966.00,$2562.00,$2954.00,$5009.00,24-11-2020 0:00:00,$40882.00,"NEFT / RTGS","","",""
$967.00,$2563.00,$2968.00,$5023.00,2-12-2020 0:00:00,$50000.00,"NEFT / RTGS","","",""
$968.00,$2564.00,$2982.00,$5037.00,24-12-2020 0:00:00,$50000.00,"NEFT / RTGS","","",""
$969.00,$2565.00,$2991.00,$5046.00,29-12-2020 0:00:00,$50000.00,"NEFT / RTGS","","",""
$970.00,$2566.00,$3017.00,$5072.00,31-12-2020 0:00:00,$35774.00,"NEFT / RTGS","","",""
$971.00,$2567.00,$2990.00,$5045.00,30-12-2020 0:00:00,$14175.00,"CASH","","",""
$972.00,$2568.00,$2890.00,$4945.00,11-11-2020 0:00:00,$105402.00,"CHEQUE","","PNB",""
$973.00,$2569.00,$2947.00,$5002.00,5-12-2020 0:00:00,$170332.00,"CHEQUE","438144","PNB",""
$974.00,$2570.00,$3020.00,$5075.00,5-1-2021 0:00:00,$153619.00,"CHEQUE","438158","PNB",""
$975.00,$2571.00,$2814.00,$4869.00,7-1-2021 0:00:00,$8845.00,"NEFT / RTGS","","",""
